XFOIL         Version 6.96

Calculated polar for: NACA 1412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
9.500   1.0233   0.05216   0.04268   0.0002   0.1568   1.0000
9.750   1.0172   0.05608   0.04717   0.0029   0.1549   1.0000
10.000   1.0079   0.06045   0.05196   0.0051   0.1540   1.0000
10.250   0.9926   0.06524   0.05710   0.0071   0.1542   1.0000
10.500   0.9703   0.07043   0.06255   0.0087   0.1550   1.0000
10.750   0.9445   0.07571   0.06799   0.0100   0.1561   1.0000
11.000   0.9229   0.08150   0.07387   0.0099   0.1572   1.0000
11.250   0.7325   0.11804   0.11023  -0.0187   0.1995   1.0000
11.500   0.7469   0.12275   0.11499  -0.0186   0.2026   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 1412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-10.500  -0.7131   0.07555   0.07014  -0.0405   1.0000   0.0995
-10.250  -0.7225   0.07035   0.06491  -0.0414   1.0000   0.0980
-10.000  -0.7491   0.06473   0.05918  -0.0416   1.0000   0.0962
-9.750  -0.7792   0.05833   0.05251  -0.0411   1.0000   0.0941
-9.500  -0.7976   0.05289   0.04670  -0.0395   1.0000   0.0932
-9.250  -0.8037   0.04875   0.04221  -0.0375   1.0000   0.0937
-9.000  -0.8042   0.04510   0.03819  -0.0354   1.0000   0.0946
-8.750  -0.8011   0.04172   0.03440  -0.0331   1.0000   0.0954
-8.500  -0.7942   0.03869   0.03095  -0.0308   1.0000   0.0964
-8.250  -0.7844   0.03626   0.02807  -0.0285   1.0000   0.0985
-8.000  -0.7728   0.03437   0.02565  -0.0261   1.0000   0.1005
-7.750  -0.7556   0.03177   0.02298  -0.0249   1.0000   0.1029
-7.500  -0.7370   0.03013   0.02124  -0.0235   1.0000   0.1054
-7.250  -0.7180   0.02874   0.01969  -0.0221   1.0000   0.1090
-7.000  -0.6993   0.02747   0.01809  -0.0204   1.0000   0.1134
-6.750  -0.6788   0.02583   0.01643  -0.0193   1.0000   0.1176
-6.500  -0.6579   0.02469   0.01527  -0.0180   1.0000   0.1228
-6.250  -0.6372   0.02360   0.01395  -0.0166   1.0000   0.1294
-6.000  -0.6166   0.02252   0.01305  -0.0155   1.0000   0.1384
-5.750  -0.5962   0.02150   0.01205  -0.0142   1.0000   0.1495
-5.500  -0.5758   0.02055   0.01116  -0.0129   1.0000   0.1639
-5.250  -0.5560   0.01973   0.01045  -0.0115   1.0000   0.1833
-5.000  -0.5362   0.01896   0.00980  -0.0103   1.0000   0.2081
-4.750  -0.5162   0.01831   0.00927  -0.0090   1.0000   0.2378
-4.500  -0.4964   0.01769   0.00888  -0.0079   1.0000   0.2717
-4.250  -0.4763   0.01715   0.00856  -0.0067   1.0000   0.3108
-4.000  -0.4559   0.01666   0.00831  -0.0056   1.0000   0.3547
-3.750  -0.4350   0.01623   0.00811  -0.0046   1.0000   0.4022
-3.500  -0.4139   0.01585   0.00798  -0.0036   1.0000   0.4520
-3.250  -0.3927   0.01553   0.00792  -0.0024   1.0000   0.5038
-3.000  -0.3718   0.01528   0.00792  -0.0012   1.0000   0.5582
-2.750  -0.3512   0.01510   0.00799   0.0002   1.0000   0.6146
-2.500  -0.3315   0.01500   0.00815   0.0019   1.0000   0.6711
-2.250  -0.3127   0.01499   0.00834   0.0039   1.0000   0.7291
-2.000  -0.2958   0.01508   0.00863   0.0066   1.0000   0.7850
-1.750  -0.2796   0.01528   0.00898   0.0094   1.0000   0.8424
-1.500  -0.2488   0.01568   0.00943   0.0096   0.9971   0.9014
-1.250  -0.1819   0.01628   0.00995   0.0026   0.9909   0.9512
-1.000  -0.0985   0.01681   0.01032  -0.0082   0.9873   0.9817
-0.750  -0.0100   0.01707   0.01045  -0.0205   0.9846   1.0000
-0.500   0.0466   0.01700   0.01028  -0.0274   0.9724   1.0000
-0.250   0.1020   0.01688   0.01011  -0.0336   0.9598   1.0000
0.000   0.1566   0.01672   0.00990  -0.0394   0.9466   1.0000
0.250   0.2111   0.01648   0.00964  -0.0449   0.9332   1.0000
0.500   0.2607   0.01617   0.00932  -0.0491   0.9183   1.0000
0.750   0.3044   0.01582   0.00897  -0.0519   0.9016   1.0000
1.000   0.3417   0.01548   0.00863  -0.0532   0.8834   1.0000
1.250   0.3736   0.01516   0.00829  -0.0534   0.8646   1.0000
1.500   0.3975   0.01500   0.00810  -0.0521   0.8425   1.0000
1.750   0.4213   0.01484   0.00791  -0.0506   0.8208   1.0000
2.000   0.4453   0.01470   0.00771  -0.0491   0.8001   1.0000
2.250   0.4667   0.01468   0.00765  -0.0473   0.7767   1.0000
2.500   0.4890   0.01466   0.00756  -0.0456   0.7539   1.0000
2.750   0.5114   0.01468   0.00750  -0.0439   0.7311   1.0000
3.000   0.5331   0.01477   0.00754  -0.0422   0.7069   1.0000
3.250   0.5562   0.01486   0.00752  -0.0406   0.6846   1.0000
3.500   0.5775   0.01503   0.00765  -0.0390   0.6593   1.0000
3.750   0.6002   0.01517   0.00768  -0.0374   0.6358   1.0000
4.000   0.6214   0.01537   0.00784  -0.0358   0.6092   1.0000
4.250   0.6432   0.01558   0.00795  -0.0342   0.5834   1.0000
4.500   0.6646   0.01581   0.00811  -0.0325   0.5566   1.0000
4.750   0.6856   0.01608   0.00831  -0.0309   0.5288   1.0000
5.000   0.7065   0.01637   0.00851  -0.0293   0.5007   1.0000
5.250   0.7269   0.01668   0.00871  -0.0276   0.4709   1.0000
5.500   0.7464   0.01700   0.00896  -0.0257   0.4378   1.0000
5.750   0.7650   0.01736   0.00922  -0.0239   0.4009   1.0000
6.000   0.7830   0.01779   0.00949  -0.0219   0.3624   1.0000
6.250   0.8005   0.01834   0.00989  -0.0200   0.3216   1.0000
6.500   0.8171   0.01906   0.01038  -0.0181   0.2815   1.0000
6.750   0.8334   0.01994   0.01106  -0.0162   0.2412   1.0000
7.000   0.8491   0.02100   0.01187  -0.0143   0.2062   1.0000
7.250   0.8652   0.02218   0.01285  -0.0125   0.1769   1.0000
7.500   0.8821   0.02347   0.01393  -0.0109   0.1552   1.0000
7.750   0.9013   0.02478   0.01515  -0.0095   0.1395   1.0000
8.000   0.9227   0.02627   0.01643  -0.0086   0.1284   1.0000
8.250   0.9440   0.02742   0.01775  -0.0074   0.1197   1.0000
8.500   0.9672   0.02901   0.01923  -0.0069   0.1129   1.0000
8.750   0.9891   0.03040   0.02084  -0.0059   0.1076   1.0000
9.000   1.0124   0.03194   0.02240  -0.0053   0.1035   1.0000
9.250   1.0363   0.03417   0.02462  -0.0050   0.0998   1.0000
9.500   1.0535   0.03579   0.02663  -0.0035   0.0966   1.0000
9.750   1.0716   0.03765   0.02874  -0.0022   0.0936   1.0000
10.000   1.0893   0.03971   0.03098  -0.0011   0.0914   1.0000
10.250   1.1076   0.04195   0.03330  -0.0003   0.0889   1.0000
10.500   1.1188   0.04512   0.03673   0.0012   0.0870   1.0000
10.750   1.1212   0.04766   0.03977   0.0039   0.0856   1.0000
11.000   1.1210   0.05082   0.04336   0.0065   0.0848   1.0000
11.250   1.1155   0.05423   0.04717   0.0092   0.0841   1.0000
11.500   1.1039   0.05780   0.05111   0.0120   0.0836   1.0000
11.750   1.0846   0.06140   0.05500   0.0152   0.0834   1.0000
12.000   1.0593   0.06544   0.05930   0.0177   0.0835   1.0000
12.250   1.0298   0.07040   0.06450   0.0184   0.0840   1.0000
12.500   0.9970   0.07656   0.07086   0.0171   0.0849   1.0000
12.750   0.9639   0.08402   0.07846   0.0139   0.0859   1.0000
13.000   0.9351   0.09232   0.08686   0.0098   0.0868   1.0000
13.250   0.9158   0.10047   0.09505   0.0063   0.0876   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 1412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-12.500  -0.8958   0.06212   0.05756  -0.0507   1.0000   0.0460
-12.250  -0.9216   0.05755   0.05277  -0.0514   1.0000   0.0459
-12.000  -0.9456   0.05347   0.04846  -0.0497   1.0000   0.0461
-11.750  -0.9589   0.04964   0.04446  -0.0477   1.0000   0.0466
-11.500  -0.9498   0.04782   0.04266  -0.0468   1.0000   0.0477
-11.250  -0.9376   0.04652   0.04136  -0.0457   1.0000   0.0489
-11.000  -0.9383   0.04388   0.03849  -0.0438   1.0000   0.0498
-10.750  -0.9376   0.04113   0.03545  -0.0417   1.0000   0.0507
-10.500  -0.9341   0.03867   0.03265  -0.0395   1.0000   0.0520
-10.250  -0.9285   0.03652   0.03010  -0.0372   1.0000   0.0534
-10.000  -0.9203   0.03482   0.02800  -0.0347   1.0000   0.0544
-9.750  -0.9080   0.03178   0.02483  -0.0334   1.0000   0.0559
-9.500  -0.8908   0.03059   0.02361  -0.0321   1.0000   0.0575
-9.250  -0.8739   0.02950   0.02243  -0.0306   1.0000   0.0593
-9.000  -0.8574   0.02825   0.02099  -0.0289   1.0000   0.0611
-8.750  -0.8403   0.02701   0.01950  -0.0272   1.0000   0.0627
-8.500  -0.8227   0.02623   0.01847  -0.0254   1.0000   0.0641
-8.250  -0.8043   0.02418   0.01642  -0.0242   1.0000   0.0663
-8.000  -0.7849   0.02326   0.01548  -0.0229   1.0000   0.0682
-7.750  -0.7655   0.02239   0.01454  -0.0215   1.0000   0.0702
-7.500  -0.7459   0.02164   0.01367  -0.0200   1.0000   0.0727
-7.250  -0.7260   0.02100   0.01289  -0.0185   1.0000   0.0748
-7.000  -0.7068   0.01971   0.01163  -0.0171   1.0000   0.0774
-6.750  -0.6874   0.01898   0.01093  -0.0157   1.0000   0.0804
-6.500  -0.6676   0.01838   0.01029  -0.0143   1.0000   0.0840
-6.250  -0.6477   0.01774   0.00960  -0.0129   1.0000   0.0883
-6.000  -0.6287   0.01701   0.00895  -0.0115   1.0000   0.0940
-5.750  -0.6083   0.01649   0.00838  -0.0102   1.0000   0.1012
-5.500  -0.5887   0.01583   0.00781  -0.0089   1.0000   0.1118
-5.250  -0.5684   0.01527   0.00733  -0.0078   1.0000   0.1270
-5.000  -0.5474   0.01476   0.00693  -0.0068   1.0000   0.1469
-4.750  -0.5258   0.01434   0.00663  -0.0060   1.0000   0.1705
-4.500  -0.5038   0.01396   0.00639  -0.0053   1.0000   0.1967
-4.250  -0.4816   0.01365   0.00621  -0.0046   1.0000   0.2260
-4.000  -0.4594   0.01338   0.00609  -0.0041   1.0000   0.2587
-3.750  -0.4189   0.01306   0.00597  -0.0071   0.9955   0.3055
-3.500  -0.3783   0.01272   0.00587  -0.0102   0.9901   0.3588
-3.250  -0.3367   0.01239   0.00580  -0.0133   0.9846   0.4185
-3.000  -0.2984   0.01206   0.00571  -0.0157   0.9777   0.4747
-2.750  -0.2566   0.01176   0.00564  -0.0186   0.9723   0.5326
-2.500  -0.2208   0.01147   0.00557  -0.0201   0.9640   0.5859
-2.250  -0.1788   0.01120   0.00551  -0.0228   0.9591   0.6417
-2.000  -0.1450   0.01096   0.00547  -0.0237   0.9499   0.6916
-1.750  -0.1036   0.01073   0.00541  -0.0259   0.9449   0.7411
-1.500  -0.0721   0.01055   0.00537  -0.0259   0.9349   0.7827
-1.250  -0.0345   0.01038   0.00530  -0.0270   0.9287   0.8200
-1.000  -0.0054   0.01029   0.00528  -0.0263   0.9170   0.8520
-0.750   0.0267   0.01023   0.00524  -0.0261   0.9068   0.8805
-0.500   0.0614   0.01017   0.00519  -0.0264   0.8968   0.9043
-0.250   0.0934   0.01017   0.00516  -0.0263   0.8830   0.9261
0.000   0.1299   0.01017   0.00513  -0.0272   0.8688   0.9430
0.250   0.1722   0.01018   0.00508  -0.0294   0.8535   0.9553
0.500   0.2180   0.01017   0.00501  -0.0324   0.8365   0.9651
0.750   0.2626   0.01015   0.00491  -0.0354   0.8178   0.9753
1.000   0.3073   0.01014   0.00482  -0.0385   0.7971   0.9853
1.250   0.3533   0.01012   0.00472  -0.0421   0.7733   0.9948
1.500   0.3914   0.01010   0.00457  -0.0442   0.7496   1.0000
1.750   0.4143   0.01009   0.00446  -0.0433   0.7245   1.0000
2.000   0.4375   0.01012   0.00437  -0.0423   0.7012   1.0000
2.250   0.4606   0.01018   0.00434  -0.0414   0.6769   1.0000
2.500   0.4835   0.01027   0.00432  -0.0405   0.6541   1.0000
2.750   0.5064   0.01038   0.00434  -0.0395   0.6308   1.0000
3.000   0.5290   0.01052   0.00438  -0.0384   0.6071   1.0000
3.250   0.5515   0.01067   0.00444  -0.0373   0.5830   1.0000
3.500   0.5739   0.01084   0.00452  -0.0362   0.5588   1.0000
3.750   0.5962   0.01104   0.00462  -0.0350   0.5361   1.0000
4.000   0.6185   0.01123   0.00476  -0.0339   0.5126   1.0000
4.250   0.6404   0.01147   0.00489  -0.0327   0.4894   1.0000
4.500   0.6621   0.01169   0.00506  -0.0314   0.4621   1.0000
4.750   0.6831   0.01195   0.00521  -0.0301   0.4312   1.0000
5.000   0.7039   0.01225   0.00539  -0.0287   0.3987   1.0000
5.250   0.7246   0.01258   0.00560  -0.0274   0.3669   1.0000
5.500   0.7452   0.01294   0.00586  -0.0260   0.3349   1.0000
5.750   0.7654   0.01337   0.00615  -0.0246   0.3010   1.0000
6.000   0.7850   0.01387   0.00648  -0.0232   0.2662   1.0000
6.250   0.8047   0.01443   0.00689  -0.0219   0.2313   1.0000
6.500   0.8241   0.01504   0.00735  -0.0205   0.1973   1.0000
6.750   0.8430   0.01576   0.00789  -0.0191   0.1655   1.0000
7.000   0.8611   0.01658   0.00855  -0.0176   0.1375   1.0000
7.250   0.8782   0.01751   0.00931  -0.0160   0.1155   1.0000
7.500   0.8950   0.01850   0.01017  -0.0143   0.1005   1.0000
7.750   0.9147   0.01924   0.01093  -0.0129   0.0910   1.0000
8.000   0.9322   0.02024   0.01190  -0.0114   0.0850   1.0000
8.250   0.9519   0.02104   0.01274  -0.0101   0.0802   1.0000
8.500   0.9696   0.02216   0.01377  -0.0087   0.0763   1.0000
8.750   0.9897   0.02311   0.01480  -0.0075   0.0733   1.0000
9.000   1.0101   0.02396   0.01573  -0.0064   0.0704   1.0000
9.250   1.0304   0.02492   0.01672  -0.0054   0.0681   1.0000
9.500   1.0508   0.02609   0.01786  -0.0045   0.0659   1.0000
9.750   1.0720   0.02771   0.01952  -0.0038   0.0637   1.0000
10.000   1.0916   0.02868   0.02066  -0.0027   0.0620   1.0000
10.250   1.1112   0.02986   0.02198  -0.0016   0.0603   1.0000
10.500   1.1299   0.03102   0.02325  -0.0005   0.0584   1.0000
10.750   1.1485   0.03219   0.02445   0.0004   0.0566   1.0000
11.000   1.1695   0.03467   0.02694   0.0006   0.0547   1.0000
11.250   1.1823   0.03617   0.02870   0.0024   0.0537   1.0000
11.500   1.1932   0.03763   0.03044   0.0043   0.0524   1.0000
11.750   1.2031   0.03923   0.03227   0.0062   0.0509   1.0000
12.000   1.2129   0.04081   0.03401   0.0080   0.0496   1.0000
12.250   1.2203   0.04240   0.03573   0.0100   0.0484   1.0000
12.500   1.2289   0.04406   0.03743   0.0117   0.0473   1.0000
12.750   1.2360   0.04787   0.04135   0.0126   0.0460   1.0000
13.000   1.2237   0.04994   0.04370   0.0161   0.0456   1.0000
13.250   1.2098   0.05241   0.04647   0.0188   0.0451   1.0000
13.500   1.1939   0.05557   0.04991   0.0206   0.0447   1.0000
13.750   1.1756   0.05939   0.05401   0.0214   0.0443   1.0000
14.000   1.1544   0.06401   0.05889   0.0211   0.0441   1.0000
14.250   1.1301   0.06953   0.06467   0.0196   0.0441   1.0000
14.500   1.1021   0.07617   0.07155   0.0167   0.0441   1.0000
14.750   1.0699   0.08419   0.07981   0.0122   0.0444   1.0000
15.000   1.0334   0.09389   0.08971   0.0062   0.0448   1.0000
15.250   0.9931   0.10542   0.10140  -0.0010   0.0454   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 1412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-16.750  -0.9855   0.10450   0.10157  -0.0138   1.0000   0.0216
-16.500  -1.0313   0.09142   0.08829  -0.0218   1.0000   0.0214
-16.250  -1.0647   0.08132   0.07800  -0.0282   1.0000   0.0214
-16.000  -1.0908   0.07287   0.06937  -0.0336   1.0000   0.0214
-15.750  -1.1114   0.06553   0.06185  -0.0384   1.0000   0.0215
-15.500  -1.1271   0.05922   0.05535  -0.0426   1.0000   0.0217
-15.250  -1.1388   0.05381   0.04974  -0.0462   1.0000   0.0219
-15.000  -1.1468   0.04926   0.04500  -0.0490   1.0000   0.0221
-14.750  -1.1578   0.04474   0.04030  -0.0511   1.0000   0.0224
-14.500  -1.1641   0.04117   0.03662  -0.0521   1.0000   0.0228
-14.250  -1.1617   0.03889   0.03428  -0.0525   1.0000   0.0232
-14.000  -1.1569   0.03707   0.03241  -0.0525   1.0000   0.0237
-13.750  -1.1515   0.03548   0.03073  -0.0520   1.0000   0.0242
-13.500  -1.1465   0.03400   0.02916  -0.0511   1.0000   0.0248
-13.250  -1.1415   0.03264   0.02766  -0.0497   1.0000   0.0254
-13.000  -1.1361   0.03141   0.02629  -0.0478   1.0000   0.0260
-12.750  -1.1293   0.03044   0.02517  -0.0455   1.0000   0.0266
-12.500  -1.1237   0.02866   0.02323  -0.0434   1.0000   0.0273
-12.250  -1.1121   0.02739   0.02193  -0.0419   1.0000   0.0281
-12.000  -1.0964   0.02667   0.02117  -0.0407   1.0000   0.0289
-11.750  -1.0798   0.02600   0.02044  -0.0394   1.0000   0.0298
-11.500  -1.0628   0.02530   0.01964  -0.0381   1.0000   0.0308
-11.250  -1.0450   0.02467   0.01889  -0.0369   1.0000   0.0317
-11.000  -1.0289   0.02368   0.01777  -0.0354   1.0000   0.0325
-10.750  -1.0146   0.02233   0.01638  -0.0338   1.0000   0.0337
-10.500  -0.9965   0.02172   0.01576  -0.0324   1.0000   0.0347
-10.250  -0.9780   0.02119   0.01519  -0.0310   1.0000   0.0358
-10.000  -0.9596   0.02065   0.01457  -0.0295   1.0000   0.0369
-9.750  -0.9407   0.02014   0.01398  -0.0281   1.0000   0.0378
-9.500  -0.9211   0.01978   0.01353  -0.0266   1.0000   0.0385
-9.250  -0.9080   0.01839   0.01211  -0.0245   1.0000   0.0400
-9.000  -0.8901   0.01783   0.01154  -0.0228   1.0000   0.0412
-8.750  -0.8717   0.01735   0.01103  -0.0212   1.0000   0.0423
-8.500  -0.8529   0.01690   0.01054  -0.0196   1.0000   0.0435
-8.250  -0.8339   0.01649   0.01007  -0.0181   1.0000   0.0447
-8.000  -0.8145   0.01612   0.00964  -0.0166   1.0000   0.0455
-7.750  -0.7975   0.01538   0.00886  -0.0147   1.0000   0.0468
-7.500  -0.7796   0.01479   0.00827  -0.0131   1.0000   0.0485
-7.250  -0.7599   0.01441   0.00787  -0.0117   1.0000   0.0499
-7.000  -0.7398   0.01405   0.00748  -0.0104   1.0000   0.0514
-6.750  -0.7095   0.01369   0.00709  -0.0111   0.9987   0.0533
-6.500  -0.6739   0.01316   0.00652  -0.0130   0.9963   0.0560
-6.250  -0.6374   0.01270   0.00608  -0.0150   0.9942   0.0598
-6.000  -0.6018   0.01237   0.00572  -0.0167   0.9913   0.0637
-5.750  -0.5667   0.01187   0.00528  -0.0185   0.9881   0.0723
-5.500  -0.5301   0.01144   0.00492  -0.0205   0.9856   0.0863
-5.250  -0.4925   0.01100   0.00459  -0.0228   0.9836   0.1059
-5.000  -0.4594   0.01064   0.00432  -0.0240   0.9791   0.1255
-4.750  -0.4231   0.01029   0.00407  -0.0259   0.9758   0.1476
-4.500  -0.3850   0.00994   0.00382  -0.0282   0.9735   0.1733
-4.250  -0.3475   0.00958   0.00360  -0.0304   0.9711   0.2027
-4.000  -0.3168   0.00926   0.00340  -0.0310   0.9646   0.2321
-3.750  -0.2824   0.00893   0.00320  -0.0324   0.9603   0.2642
-3.500  -0.2528   0.00865   0.00303  -0.0327   0.9533   0.2945
-3.250  -0.2226   0.00836   0.00286  -0.0331   0.9463   0.3278
-3.000  -0.1953   0.00806   0.00271  -0.0329   0.9374   0.3691
-2.750  -0.1675   0.00775   0.00256  -0.0327   0.9289   0.4145
-2.500  -0.1420   0.00749   0.00245  -0.0321   0.9173   0.4538
-2.250  -0.1157   0.00726   0.00233  -0.0315   0.9062   0.4940
-2.000  -0.0893   0.00706   0.00223  -0.0310   0.8946   0.5325
-1.750  -0.0634   0.00687   0.00214  -0.0303   0.8812   0.5701
-1.500  -0.0375   0.00671   0.00208  -0.0296   0.8667   0.6100
-1.250  -0.0117   0.00655   0.00202  -0.0289   0.8515   0.6501
-1.000   0.0140   0.00642   0.00198  -0.0281   0.8353   0.6899
-0.750   0.0398   0.00633   0.00195  -0.0274   0.8182   0.7261
-0.500   0.0656   0.00627   0.00193  -0.0266   0.8003   0.7595
-0.250   0.0913   0.00622   0.00193  -0.0258   0.7821   0.7913
0.000   0.1171   0.00620   0.00195  -0.0250   0.7632   0.8214
0.250   0.1428   0.00621   0.00198  -0.0241   0.7437   0.8500
0.500   0.1683   0.00626   0.00201  -0.0232   0.7238   0.8769
0.750   0.1941   0.00634   0.00207  -0.0223   0.7036   0.8996
1.000   0.2205   0.00645   0.00213  -0.0216   0.6828   0.9197
1.250   0.2482   0.00658   0.00219  -0.0212   0.6602   0.9367
1.500   0.2778   0.00673   0.00226  -0.0212   0.6376   0.9505
1.750   0.3094   0.00689   0.00234  -0.0218   0.6160   0.9619
