XFOIL         Version 6.96

Calculated polar for: NACA 4412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
1.000   0.3166   0.03657   0.02643  -0.0844   0.8694   1.0000
1.250   0.3420   0.03746   0.02721  -0.0850   0.8570   1.0000
1.500   0.3718   0.03836   0.02800  -0.0862   0.8458   1.0000
1.750   0.4130   0.03909   0.02862  -0.0888   0.8357   1.0000
2.000   0.4299   0.04014   0.02962  -0.0881   0.8232   1.0000
2.250   0.4529   0.04117   0.03059  -0.0883   0.8118   1.0000
2.500   0.4924   0.04188   0.03125  -0.0905   0.8022   1.0000
2.750   0.5095   0.04305   0.03239  -0.0899   0.7903   1.0000
3.000   0.5279   0.04426   0.03358  -0.0894   0.7788   1.0000
3.250   0.5662   0.04496   0.03427  -0.0912   0.7696   1.0000
3.500   0.5815   0.04627   0.03560  -0.0904   0.7577   1.0000
3.750   0.5962   0.04773   0.03705  -0.0896   0.7465   1.0000
4.000   0.6350   0.04832   0.03768  -0.0911   0.7370   1.0000
4.250   0.6464   0.04992   0.03930  -0.0901   0.7251   1.0000
4.500   0.6592   0.05153   0.04095  -0.0891   0.7135   1.0000
4.750   0.6949   0.05221   0.04167  -0.0901   0.7038   1.0000
5.000   0.7094   0.05375   0.04328  -0.0893   0.6918   1.0000
5.250   0.7169   0.05575   0.04532  -0.0880   0.6799   1.0000
5.500   0.7421   0.05688   0.04651  -0.0879   0.6689   1.0000
5.750   0.7723   0.05768   0.04742  -0.0881   0.6579   1.0000
6.000   0.7737   0.06012   0.04991  -0.0865   0.6450   1.0000
6.250   0.7860   0.06203   0.05189  -0.0857   0.6330   1.0000
6.500   0.8168   0.06274   0.05272  -0.0856   0.6214   1.0000
6.750   0.8415   0.06375   0.05385  -0.0851   0.6091   1.0000
7.000   0.8430   0.06634   0.05651  -0.0836   0.5952   1.0000
7.250   0.8513   0.06850   0.05876  -0.0825   0.5813   1.0000
7.500   0.8671   0.07004   0.06040  -0.0814   0.5669   1.0000
7.750   0.8865   0.07116   0.06166  -0.0802   0.5517   1.0000
8.000   0.9081   0.07193   0.06256  -0.0789   0.5355   1.0000
8.250   0.9309   0.07238   0.06316  -0.0773   0.5186   1.0000
8.500   0.9547   0.07259   0.06354  -0.0755   0.5015   1.0000
8.750   0.9857   0.07176   0.06289  -0.0734   0.4840   1.0000
9.000   1.2725   0.04155   0.03319  -0.0743   0.4435   1.0000
9.250   1.2985   0.04001   0.03163  -0.0714   0.4108   1.0000
9.500   1.3102   0.03953   0.03112  -0.0674   0.3762   1.0000
9.750   1.3184   0.03942   0.03081  -0.0631   0.3384   1.0000
10.000   1.3248   0.03991   0.03091  -0.0590   0.3012   1.0000
10.250   1.3265   0.04130   0.03202  -0.0549   0.2702   1.0000
10.500   1.3283   0.04312   0.03369  -0.0514   0.2452   1.0000
10.750   1.3401   0.04512   0.03548  -0.0492   0.2231   1.0000
11.000   1.3527   0.04742   0.03778  -0.0474   0.2062   1.0000
11.250   1.3686   0.04976   0.04008  -0.0460   0.1920   1.0000
11.500   1.3924   0.05231   0.04258  -0.0457   0.1796   1.0000
11.750   1.3929   0.05510   0.04569  -0.0429   0.1727   1.0000
12.000   1.4092   0.05796   0.04860  -0.0420   0.1644   1.0000
12.250   1.3997   0.06112   0.05211  -0.0387   0.1604   1.0000
12.500   1.4298   0.06425   0.05517  -0.0393   0.1521   1.0000
12.750   1.4065   0.06782   0.05914  -0.0353   0.1508   1.0000
13.000   1.3810   0.07194   0.06362  -0.0321   0.1498   1.0000
13.250   1.3520   0.07677   0.06876  -0.0299   0.1493   1.0000
13.500   1.3181   0.08256   0.07484  -0.0288   0.1496   1.0000
13.750   1.2801   0.08958   0.08211  -0.0292   0.1505   1.0000
14.000   1.2403   0.09792   0.09061  -0.0311   0.1517   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 4412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-9.250  -0.3484   0.11519   0.10799  -0.0307   1.0000   0.2459
-9.000  -0.3263   0.10991   0.10270  -0.0293   1.0000   0.2536
-8.750  -0.3430   0.10940   0.10231  -0.0284   1.0000   0.2620
-8.500  -0.3340   0.10549   0.09844  -0.0271   1.0000   0.2680
-8.250  -0.3380   0.10368   0.09671  -0.0255   1.0000   0.2771
-8.000  -0.3862   0.10566   0.09896  -0.0226   1.0000   0.2805
-7.750  -0.3424   0.09889   0.09208  -0.0219   1.0000   0.2911
-7.500  -0.3860   0.10017   0.09361  -0.0180   1.0000   0.2969
-7.250  -0.3576   0.09514   0.08853  -0.0169   1.0000   0.3077
-7.000  -0.3988   0.09590   0.08951  -0.0124   1.0000   0.3135
-6.750  -0.3812   0.09202   0.08562  -0.0104   1.0000   0.3258
-6.500  -0.4296   0.09289   0.08673  -0.0077   1.0000   0.3315
-6.250  -0.4111   0.08914   0.08297  -0.0042   1.0000   0.3457
-6.000  -0.4133   0.08662   0.08052  -0.0015   1.0000   0.3557
-5.750  -0.4339   0.08523   0.07926   0.0005   1.0000   0.3681
-5.500  -0.4490   0.08389   0.07801   0.0021   1.0000   0.3833
-5.250  -0.4372   0.08080   0.07495   0.0060   1.0000   0.3957
-5.000  -0.4394   0.07850   0.07271   0.0087   1.0000   0.4103
-4.750  -0.4076   0.05599   0.04887  -0.0396   1.0000   0.1988
-4.500  -0.3867   0.05206   0.04465  -0.0418   1.0000   0.1939
-4.250  -0.3630   0.04815   0.04039  -0.0444   1.0000   0.1911
-4.000  -0.3354   0.04419   0.03592  -0.0475   1.0000   0.1881
-3.750  -0.3092   0.04146   0.03274  -0.0493   1.0000   0.1908
-3.500  -0.2800   0.03898   0.02952  -0.0515   1.0000   0.1969
-3.250  -0.2589   0.03764   0.02820  -0.0515   1.0000   0.2030
-3.000  -0.2321   0.03627   0.02629  -0.0526   1.0000   0.2137
-2.750  -0.2112   0.03545   0.02553  -0.0525   1.0000   0.2250
-2.500  -0.1884   0.03470   0.02464  -0.0528   1.0000   0.2394
-2.250  -0.1656   0.03410   0.02391  -0.0531   1.0000   0.2564
-2.000  -0.1432   0.03369   0.02338  -0.0533   1.0000   0.2769
-1.750  -0.1176   0.03335   0.02302  -0.0542   0.9988   0.3012
-1.500  -0.0654   0.03317   0.02283  -0.0594   0.9883   0.3463
-1.250  -0.0158   0.03295   0.02274  -0.0639   0.9776   0.4048
-1.000   0.0297   0.03258   0.02279  -0.0676   0.9671   0.4910
-0.750   0.0671   0.03154   0.02306  -0.0683   0.9582   0.6968
-0.500   0.1031   0.03143   0.02286  -0.0702   0.9435   1.0000
-0.250   0.1469   0.03237   0.02333  -0.0742   0.9312   1.0000
0.000   0.1804   0.03318   0.02384  -0.0763   0.9178   1.0000
0.250   0.2127   0.03403   0.02444  -0.0782   0.9051   1.0000
0.500   0.2476   0.03490   0.02509  -0.0804   0.8929   1.0000
0.750   0.2900   0.03575   0.02574  -0.0836   0.8821   1.0000
1.000   0.3166   0.03657   0.02643  -0.0844   0.8694   1.0000
1.250   0.3420   0.03746   0.02721  -0.0850   0.8570   1.0000
1.500   0.3718   0.03836   0.02800  -0.0862   0.8458   1.0000
1.750   0.4130   0.03909   0.02862  -0.0888   0.8357   1.0000
2.000   0.4299   0.04014   0.02962  -0.0881   0.8232   1.0000
2.250   0.4529   0.04117   0.03059  -0.0883   0.8118   1.0000
2.500   0.4924   0.04188   0.03125  -0.0905   0.8022   1.0000
2.750   0.5095   0.04305   0.03239  -0.0899   0.7903   1.0000
3.000   0.5279   0.04426   0.03358  -0.0894   0.7788   1.0000
3.250   0.5662   0.04496   0.03427  -0.0912   0.7696   1.0000
3.500   0.5815   0.04627   0.03560  -0.0904   0.7577   1.0000
3.750   0.5962   0.04773   0.03705  -0.0896   0.7465   1.0000
4.000   0.6350   0.04832   0.03768  -0.0911   0.7370   1.0000
4.250   0.6464   0.04992   0.03930  -0.0901   0.7251   1.0000
4.500   0.6592   0.05153   0.04095  -0.0891   0.7135   1.0000
4.750   0.6949   0.05221   0.04167  -0.0901   0.7038   1.0000
5.000   0.7094   0.05375   0.04328  -0.0893   0.6918   1.0000
5.250   0.7169   0.05575   0.04532  -0.0880   0.6799   1.0000
5.500   0.7421   0.05688   0.04651  -0.0879   0.6689   1.0000
5.750   0.7723   0.05768   0.04742  -0.0881   0.6579   1.0000
6.000   0.7737   0.06012   0.04991  -0.0865   0.6450   1.0000
6.250   0.7860   0.06203   0.05189  -0.0857   0.6330   1.0000
6.500   0.8168   0.06274   0.05272  -0.0856   0.6214   1.0000
6.750   0.8415   0.06375   0.05385  -0.0851   0.6091   1.0000
7.000   0.8430   0.06634   0.05651  -0.0836   0.5952   1.0000
7.250   0.8513   0.06850   0.05876  -0.0825   0.5813   1.0000
7.500   0.8671   0.07004   0.06040  -0.0814   0.5669   1.0000
7.750   0.8865   0.07116   0.06166  -0.0802   0.5517   1.0000
8.000   0.9081   0.07193   0.06256  -0.0789   0.5355   1.0000
8.250   0.9309   0.07238   0.06316  -0.0773   0.5186   1.0000
8.500   0.9547   0.07259   0.06354  -0.0755   0.5015   1.0000
8.750   0.9857   0.07176   0.06289  -0.0734   0.4840   1.0000
9.000   1.2725   0.04155   0.03319  -0.0743   0.4435   1.0000
9.250   1.2985   0.04001   0.03163  -0.0714   0.4108   1.0000
9.500   1.3102   0.03953   0.03112  -0.0674   0.3762   1.0000
9.750   1.3184   0.03942   0.03081  -0.0631   0.3384   1.0000
10.000   1.3248   0.03991   0.03091  -0.0590   0.3012   1.0000
10.250   1.3265   0.04130   0.03202  -0.0549   0.2702   1.0000
10.500   1.3283   0.04312   0.03369  -0.0514   0.2452   1.0000
10.750   1.3401   0.04512   0.03548  -0.0492   0.2231   1.0000
11.000   1.3527   0.04742   0.03778  -0.0474   0.2062   1.0000
11.250   1.3686   0.04976   0.04008  -0.0460   0.1920   1.0000
11.500   1.3924   0.05231   0.04258  -0.0457   0.1796   1.0000
11.750   1.3929   0.05510   0.04569  -0.0429   0.1727   1.0000
12.000   1.4092   0.05796   0.04860  -0.0420   0.1644   1.0000
12.250   1.3997   0.06112   0.05211  -0.0387   0.1604   1.0000
12.500   1.4298   0.06425   0.05517  -0.0393   0.1521   1.0000
12.750   1.4065   0.06782   0.05914  -0.0353   0.1508   1.0000
13.000   1.3810   0.07194   0.06362  -0.0321   0.1498   1.0000
13.250   1.3520   0.07677   0.06876  -0.0299   0.1493   1.0000
13.500   1.3181   0.08256   0.07484  -0.0288   0.1496   1.0000
13.750   1.2801   0.08958   0.08211  -0.0292   0.1505   1.0000
14.000   1.2403   0.09792   0.09061  -0.0311   0.1517   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 4412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-9.500  -0.3426   0.10705   0.10189  -0.0379   1.0000   0.1297
-9.250  -0.3784   0.10671   0.10171  -0.0397   1.0000   0.1327
-9.000  -0.4173   0.10641   0.10160  -0.0391   1.0000   0.1332
-8.750  -0.3682   0.09949   0.09457  -0.0361   1.0000   0.1363
-8.500  -0.3611   0.09726   0.09235  -0.0338   1.0000   0.1402
-8.250  -0.3724   0.09561   0.09079  -0.0319   1.0000   0.1442
-8.000  -0.4032   0.09481   0.09013  -0.0296   1.0000   0.1469
-7.750  -0.4436   0.09403   0.08951  -0.0287   1.0000   0.1481
-7.500  -0.4819   0.09082   0.08639  -0.0339   1.0000   0.1493
-7.250  -0.4471   0.08830   0.08388  -0.0235   1.0000   0.1526
-7.000  -0.4480   0.08640   0.08202  -0.0209   1.0000   0.1558
-6.750  -0.4588   0.08412   0.07980  -0.0206   1.0000   0.1600
-6.500  -0.4847   0.07929   0.07495  -0.0287   1.0000   0.1662
-6.250  -0.4783   0.07718   0.07290  -0.0243   1.0000   0.1680
-6.000  -0.4744   0.07516   0.07091  -0.0219   1.0000   0.1710
-5.750  -0.4612   0.06965   0.06522  -0.0315   0.9966   0.1830
-5.500  -0.4309   0.06730   0.06289  -0.0316   0.9913   0.1898
-5.250  -0.3801   0.03672   0.02954  -0.0608   0.9884   0.1054
-5.000  -0.3390   0.03524   0.02804  -0.0644   0.9827   0.1094
-4.750  -0.2986   0.03253   0.02478  -0.0679   0.9764   0.1116
-4.500  -0.2547   0.03033   0.02199  -0.0716   0.9711   0.1152
-4.250  -0.2155   0.02874   0.02008  -0.0743   0.9639   0.1211
-4.000  -0.1732   0.02773   0.01892  -0.0774   0.9576   0.1286
-3.750  -0.1342   0.02656   0.01755  -0.0797   0.9500   0.1373
-3.500  -0.0916   0.02579   0.01667  -0.0827   0.9435   0.1516
-3.250  -0.0546   0.02511   0.01596  -0.0846   0.9347   0.1675
-3.000  -0.0135   0.02457   0.01552  -0.0873   0.9278   0.1881
-2.750   0.0233   0.02414   0.01507  -0.0891   0.9186   0.2119
-2.500   0.0621   0.02363   0.01470  -0.0912   0.9110   0.2389
-2.250   0.0998   0.02306   0.01425  -0.0931   0.9024   0.2721
-2.000   0.1378   0.02248   0.01382  -0.0950   0.8945   0.3153
-1.750   0.1759   0.02179   0.01342  -0.0968   0.8865   0.3683
-1.500   0.2137   0.02102   0.01305  -0.0985   0.8792   0.4420
-1.250   0.2473   0.02001   0.01285  -0.0990   0.8713   0.6046
-1.000   0.3011   0.01877   0.01237  -0.1014   0.8681   1.0000
-0.750   0.3304   0.01877   0.01214  -0.1016   0.8562   1.0000
-0.500   0.3765   0.01838   0.01153  -0.1044   0.8513   1.0000
-0.250   0.4028   0.01841   0.01142  -0.1039   0.8387   1.0000
0.000   0.4335   0.01835   0.01123  -0.1041   0.8283   1.0000
0.250   0.4720   0.01803   0.01077  -0.1054   0.8210   1.0000
0.500   0.4988   0.01808   0.01072  -0.1049   0.8090   1.0000
0.750   0.5348   0.01782   0.01035  -0.1058   0.8013   1.0000
1.000   0.5631   0.01782   0.01026  -0.1055   0.7900   1.0000
1.250   0.5902   0.01789   0.01027  -0.1051   0.7784   1.0000
1.500   0.6265   0.01763   0.00990  -0.1059   0.7710   1.0000
1.750   0.6506   0.01784   0.01006  -0.1050   0.7582   1.0000
2.000   0.6774   0.01798   0.01015  -0.1045   0.7469   1.0000
2.250   0.7110   0.01786   0.00993  -0.1050   0.7386   1.0000
2.500   0.7347   0.01814   0.01020  -0.1041   0.7259   1.0000
2.750   0.7611   0.01836   0.01039  -0.1036   0.7150   1.0000
3.000   0.7929   0.01834   0.01028  -0.1038   0.7060   1.0000
3.250   0.8161   0.01870   0.01065  -0.1029   0.6937   1.0000
3.500   0.8423   0.01895   0.01090  -0.1024   0.6829   1.0000
3.750   0.8728   0.01902   0.01091  -0.1024   0.6736   1.0000
4.000   0.8957   0.01941   0.01134  -0.1015   0.6614   1.0000
4.250   0.9217   0.01970   0.01163  -0.1010   0.6508   1.0000
4.500   0.9513   0.01982   0.01170  -0.1009   0.6411   1.0000
4.750   0.9739   0.02025   0.01220  -0.0999   0.6291   1.0000
5.000   0.9995   0.02057   0.01254  -0.0994   0.6185   1.0000
5.250   1.0286   0.02074   0.01268  -0.0992   0.6086   1.0000
5.500   1.0508   0.02119   0.01322  -0.0982   0.5964   1.0000
5.750   1.0755   0.02148   0.01355  -0.0974   0.5844   1.0000
6.000   1.1016   0.02159   0.01364  -0.0966   0.5709   1.0000
6.250   1.1279   0.02168   0.01370  -0.0958   0.5569   1.0000
6.500   1.1534   0.02184   0.01386  -0.0950   0.5432   1.0000
6.750   1.1757   0.02207   0.01413  -0.0937   0.5281   1.0000
7.000   1.1987   0.02216   0.01423  -0.0924   0.5114   1.0000
7.250   1.2212   0.02223   0.01428  -0.0911   0.4939   1.0000
7.500   1.2409   0.02240   0.01449  -0.0893   0.4761   1.0000
7.750   1.2594   0.02262   0.01478  -0.0875   0.4582   1.0000
8.000   1.2769   0.02285   0.01510  -0.0854   0.4393   1.0000
8.250   1.2933   0.02308   0.01539  -0.0832   0.4192   1.0000
8.500   1.3086   0.02333   0.01564  -0.0809   0.3979   1.0000
8.750   1.3197   0.02372   0.01612  -0.0779   0.3730   1.0000
9.000   1.3281   0.02421   0.01659  -0.0746   0.3445   1.0000
9.250   1.3316   0.02495   0.01728  -0.0707   0.3104   1.0000
9.500   1.3276   0.02605   0.01816  -0.0657   0.2733   1.0000
9.750   1.3204   0.02765   0.01952  -0.0608   0.2346   1.0000
10.000   1.3127   0.02965   0.02123  -0.0564   0.2023   1.0000
10.250   1.3077   0.03176   0.02308  -0.0527   0.1788   1.0000
10.500   1.3074   0.03378   0.02497  -0.0497   0.1606   1.0000
10.750   1.3110   0.03571   0.02678  -0.0472   0.1474   1.0000
11.000   1.3189   0.03755   0.02847  -0.0451   0.1369   1.0000
11.250   1.3289   0.03922   0.03015  -0.0434   0.1279   1.0000
11.500   1.3439   0.04092   0.03184  -0.0420   0.1203   1.0000
11.750   1.3595   0.04250   0.03339  -0.0408   0.1136   1.0000
12.000   1.3787   0.04430   0.03522  -0.0399   0.1076   1.0000
12.250   1.3912   0.04604   0.03710  -0.0386   0.1025   1.0000
12.500   1.4202   0.04801   0.03893  -0.0387   0.0966   1.0000
12.750   1.4239   0.05002   0.04125  -0.0367   0.0932   1.0000
13.000   1.4319   0.05205   0.04343  -0.0351   0.0895   1.0000
13.250   1.4604   0.05447   0.04574  -0.0355   0.0845   1.0000
13.500   1.4540   0.05696   0.04860  -0.0329   0.0825   1.0000
13.750   1.4507   0.05963   0.05156  -0.0309   0.0802   1.0000
14.000   1.4512   0.06218   0.05428  -0.0294   0.0775   1.0000
14.250   1.4783   0.06519   0.05713  -0.0297   0.0734   1.0000
14.500   1.4597   0.06850   0.06082  -0.0274   0.0727   1.0000
14.750   1.4404   0.07234   0.06501  -0.0257   0.0720   1.0000
15.000   1.4201   0.07667   0.06967  -0.0247   0.0712   1.0000
15.250   1.3983   0.08150   0.07481  -0.0243   0.0706   1.0000
15.500   1.3742   0.08690   0.08051  -0.0247   0.0701   1.0000
15.750   1.3474   0.09302   0.08692  -0.0259   0.0699   1.0000
16.000   1.3171   0.10006   0.09424  -0.0282   0.0701   1.0000
16.250   1.2836   0.10833   0.10277  -0.0317   0.0706   1.0000
16.500   1.2473   0.11795   0.11263  -0.0367   0.0714   1.0000
16.750   1.2101   0.12886   0.12372  -0.0430   0.0723   1.0000
17.000   1.1753   0.14068   0.13565  -0.0500   0.0732   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 4412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-9.500  -0.3426   0.10705   0.10189  -0.0379   1.0000   0.1297
-9.250  -0.3784   0.10671   0.10171  -0.0397   1.0000   0.1327
-9.000  -0.4173   0.10641   0.10160  -0.0391   1.0000   0.1332
-8.750  -0.3682   0.09949   0.09457  -0.0361   1.0000   0.1363
-8.500  -0.3611   0.09726   0.09235  -0.0338   1.0000   0.1402
-8.250  -0.3724   0.09561   0.09079  -0.0319   1.0000   0.1442
-8.000  -0.4032   0.09481   0.09013  -0.0296   1.0000   0.1469
-7.750  -0.4436   0.09403   0.08951  -0.0287   1.0000   0.1481
-7.500  -0.4819   0.09082   0.08639  -0.0339   1.0000   0.1493
-7.250  -0.4471   0.08830   0.08388  -0.0235   1.0000   0.1526
-7.000  -0.4480   0.08640   0.08202  -0.0209   1.0000   0.1558
-6.750  -0.4588   0.08412   0.07980  -0.0206   1.0000   0.1600
-6.500  -0.4847   0.07929   0.07495  -0.0287   1.0000   0.1662
-6.250  -0.4783   0.07718   0.07290  -0.0243   1.0000   0.1680
-6.000  -0.4744   0.07516   0.07091  -0.0219   1.0000   0.1710
-5.750  -0.4612   0.06965   0.06522  -0.0315   0.9966   0.1830
-5.500  -0.4309   0.06730   0.06289  -0.0316   0.9913   0.1898
-5.250  -0.3801   0.03672   0.02954  -0.0608   0.9884   0.1054
-5.000  -0.3390   0.03524   0.02804  -0.0644   0.9827   0.1094
-4.750  -0.2986   0.03253   0.02478  -0.0679   0.9764   0.1116
-4.500  -0.2547   0.03033   0.02199  -0.0716   0.9711   0.1152
-4.250  -0.2155   0.02874   0.02008  -0.0743   0.9639   0.1211
-4.000  -0.1732   0.02773   0.01892  -0.0774   0.9576   0.1286
-3.750  -0.1342   0.02656   0.01755  -0.0797   0.9500   0.1373
-3.500  -0.0916   0.02579   0.01667  -0.0827   0.9435   0.1516
-3.250  -0.0546   0.02511   0.01596  -0.0846   0.9347   0.1675
-3.000  -0.0135   0.02457   0.01552  -0.0873   0.9278   0.1881
-2.750   0.0233   0.02414   0.01507  -0.0891   0.9186   0.2119
-2.500   0.0621   0.02363   0.01470  -0.0912   0.9110   0.2389
-2.250   0.0998   0.02306   0.01425  -0.0931   0.9024   0.2721
-2.000   0.1378   0.02248   0.01382  -0.0950   0.8945   0.3153
-1.750   0.1759   0.02179   0.01342  -0.0968   0.8865   0.3683
-1.500   0.2137   0.02102   0.01305  -0.0985   0.8792   0.4420
-1.250   0.2473   0.02001   0.01285  -0.0990   0.8713   0.6046
-1.000   0.3011   0.01877   0.01237  -0.1014   0.8681   1.0000
-0.750   0.3304   0.01877   0.01214  -0.1016   0.8562   1.0000
-0.500   0.3765   0.01838   0.01153  -0.1044   0.8513   1.0000
-0.250   0.4028   0.01841   0.01142  -0.1039   0.8387   1.0000
0.000   0.4335   0.01835   0.01123  -0.1041   0.8283   1.0000
0.250   0.4720   0.01803   0.01077  -0.1054   0.8210   1.0000
0.500   0.4988   0.01808   0.01072  -0.1049   0.8090   1.0000
0.750   0.5348   0.01782   0.01035  -0.1058   0.8013   1.0000
1.000   0.5631   0.01782   0.01026  -0.1055   0.7900   1.0000
1.250   0.5902   0.01789   0.01027  -0.1051   0.7784   1.0000
1.500   0.6265   0.01763   0.00990  -0.1059   0.7710   1.0000
1.750   0.6506   0.01784   0.01006  -0.1050   0.7582   1.0000
2.000   0.6774   0.01798   0.01015  -0.1045   0.7469   1.0000
2.250   0.7110   0.01786   0.00993  -0.1050   0.7386   1.0000
2.500   0.7347   0.01814   0.01020  -0.1041   0.7259   1.0000
2.750   0.7611   0.01836   0.01039  -0.1036   0.7150   1.0000
3.000   0.7929   0.01834   0.01028  -0.1038   0.7060   1.0000
3.250   0.8161   0.01870   0.01065  -0.1029   0.6937   1.0000
3.500   0.8423   0.01895   0.01090  -0.1024   0.6829   1.0000
3.750   0.8728   0.01902   0.01091  -0.1024   0.6736   1.0000
4.000   0.8957   0.01941   0.01134  -0.1015   0.6614   1.0000
4.250   0.9217   0.01970   0.01163  -0.1010   0.6508   1.0000
4.500   0.9513   0.01982   0.01170  -0.1009   0.6411   1.0000
4.750   0.9739   0.02025   0.01220  -0.0999   0.6291   1.0000
5.000   0.9995   0.02057   0.01254  -0.0994   0.6185   1.0000
5.250   1.0286   0.02074   0.01268  -0.0992   0.6086   1.0000
5.500   1.0508   0.02119   0.01322  -0.0982   0.5964   1.0000
5.750   1.0755   0.02148   0.01355  -0.0974   0.5844   1.0000
6.000   1.1016   0.02159   0.01364  -0.0966   0.5709   1.0000
6.250   1.1279   0.02168   0.01370  -0.0958   0.5569   1.0000
6.500   1.1534   0.02184   0.01386  -0.0950   0.5432   1.0000
6.750   1.1757   0.02207   0.01413  -0.0937   0.5281   1.0000
7.000   1.1987   0.02216   0.01423  -0.0924   0.5114   1.0000
7.250   1.2212   0.02223   0.01428  -0.0911   0.4939   1.0000
7.500   1.2409   0.02240   0.01449  -0.0893   0.4761   1.0000
7.750   1.2594   0.02262   0.01478  -0.0875   0.4582   1.0000
8.000   1.2769   0.02285   0.01510  -0.0854   0.4393   1.0000
8.250   1.2933   0.02308   0.01539  -0.0832   0.4192   1.0000
8.500   1.3086   0.02333   0.01564  -0.0809   0.3979   1.0000
8.750   1.3197   0.02372   0.01612  -0.0779   0.3730   1.0000
