XFOIL         Version 6.96

Calculated polar for: NACA 0012 AIRFOILS

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
-3.000  -0.4493   0.02334   0.01458   0.0333   1.0000   0.7958
-2.750  -0.4085   0.02382   0.01495   0.0333   1.0000   0.8311
-2.500  -0.3500   0.02437   0.01531   0.0298   1.0000   0.8657
-2.250  -0.2694   0.02476   0.01543   0.0214   1.0000   0.8987
-2.000  -0.1829   0.02464   0.01505   0.0107   1.0000   0.9296
-1.750  -0.1037   0.02407   0.01431   0.0003   1.0000   0.9591
-1.500  -0.0223   0.02312   0.01322  -0.0113   1.0000   0.9863
-1.250   0.0255   0.02220   0.01226  -0.0174   1.0000   1.0000
-1.000   0.0285   0.02168   0.01177  -0.0155   1.0000   1.0000
-0.750   0.0275   0.02128   0.01142  -0.0127   1.0000   1.0000
-0.500   0.0225   0.02100   0.01117  -0.0092   1.0000   1.0000
-0.250   0.0128   0.02083   0.01103  -0.0049   1.0000   1.0000
0.000   0.0000   0.02078   0.01099   0.0000   1.0000   1.0000
0.250  -0.0128   0.02083   0.01103   0.0049   1.0000   1.0000
0.500  -0.0225   0.02099   0.01117   0.0092   1.0000   1.0000
0.750  -0.0275   0.02128   0.01141   0.0127   1.0000   1.0000
1.000  -0.0285   0.02168   0.01177   0.0155   1.0000   1.0000
1.250  -0.0255   0.02219   0.01225   0.0174   1.0000   1.0000
1.500   0.0223   0.02311   0.01322   0.0113   0.9864   1.0000
1.750   0.1036   0.02406   0.01430  -0.0003   0.9592   1.0000
2.000   0.1829   0.02463   0.01505  -0.0106   0.9296   1.0000
2.250   0.2694   0.02476   0.01543  -0.0214   0.8987   1.0000
2.500   0.3499   0.02436   0.01530  -0.0298   0.8657   1.0000
2.750   0.4085   0.02382   0.01494  -0.0333   0.8311   1.0000
3.000   0.4492   0.02334   0.01458  -0.0333   0.7958   1.0000
3.250   0.4792   0.02298   0.01425  -0.0313   0.7602   1.0000
3.500   0.5030   0.02279   0.01404  -0.0283   0.7237   1.0000
3.750   0.5227   0.02282   0.01405  -0.0250   0.6847   1.0000
4.000   0.5431   0.02284   0.01398  -0.0218   0.6456   1.0000
4.250   0.5627   0.02300   0.01400  -0.0186   0.6051   1.0000
4.500   0.5816   0.02327   0.01415  -0.0155   0.5624   1.0000
4.750   0.6001   0.02367   0.01438  -0.0126   0.5187   1.0000
5.000   0.6194   0.02413   0.01455  -0.0098   0.4754   1.0000
5.250   0.6368   0.02482   0.01509  -0.0072   0.4301   1.0000
5.500   0.6547   0.02564   0.01570  -0.0047   0.3875   1.0000
5.750   0.6730   0.02658   0.01641  -0.0025   0.3481   1.0000
6.000   0.6919   0.02765   0.01724  -0.0005   0.3133   1.0000
6.250   0.7105   0.02892   0.01844   0.0014   0.2830   1.0000
6.500   0.7295   0.03038   0.01986   0.0031   0.2578   1.0000
6.750   0.7491   0.03186   0.02130   0.0047   0.2365   1.0000
7.000   0.7691   0.03350   0.02292   0.0061   0.2190   1.0000
7.250   0.7876   0.03540   0.02498   0.0076   0.2045   1.0000
7.500   0.8044   0.03756   0.02736   0.0092   0.1924   1.0000
7.750   0.8226   0.03983   0.02970   0.0105   0.1828   1.0000
8.000   0.8372   0.04218   0.03233   0.0122   0.1739   1.0000
8.250   0.8499   0.04511   0.03550   0.0138   0.1676   1.0000
8.500   0.8538   0.04867   0.03960   0.0158   0.1632   1.0000
8.750   0.8727   0.05094   0.04181   0.0168   0.1565   1.0000
9.000   0.8743   0.05501   0.04623   0.0185   0.1540   1.0000
9.250   0.8655   0.05978   0.05145   0.0203   0.1535   1.0000
9.500   0.8520   0.06490   0.05691   0.0216   0.1535   1.0000
9.750   0.8357   0.07027   0.06251   0.0223   0.1540   1.0000
10.000   0.8198   0.07580   0.06817   0.0224   0.1547   1.0000
10.250   0.6499   0.10541   0.09769  -0.0021   0.2047   1.0000
10.500   0.6743   0.10839   0.10074   0.0003   0.2006   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 0012 AIRFOILS

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.100 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-12.750  -0.5002   0.13756   0.13233  -0.0001   1.0000   0.1541
-12.500  -0.5184   0.13358   0.12838  -0.0027   1.0000   0.1558
-12.250  -0.7724   0.10051   0.09513  -0.0153   1.0000   0.0866
-12.000  -0.7713   0.09532   0.08992  -0.0162   1.0000   0.0856
-11.750  -0.7896   0.08685   0.08144  -0.0207   1.0000   0.0842
-11.500  -0.8377   0.07511   0.06959  -0.0287   1.0000   0.0813
-11.250  -0.9695   0.06291   0.05654  -0.0300   1.0000   0.0753
-11.000  -0.9842   0.05891   0.05220  -0.0278   1.0000   0.0751
-10.750  -0.9915   0.05467   0.04764  -0.0258   1.0000   0.0753
-10.500  -0.9911   0.05060   0.04330  -0.0241   1.0000   0.0759
-10.250  -0.9765   0.04806   0.04077  -0.0233   1.0000   0.0778
-10.000  -0.9659   0.04582   0.03837  -0.0219   1.0000   0.0802
-9.750  -0.9597   0.04303   0.03523  -0.0199   1.0000   0.0822
-9.500  -0.9523   0.04019   0.03192  -0.0177   1.0000   0.0841
-9.250  -0.9430   0.03777   0.02894  -0.0153   1.0000   0.0861
-9.000  -0.9245   0.03526   0.02644  -0.0145   1.0000   0.0896
-8.750  -0.9056   0.03367   0.02473  -0.0134   1.0000   0.0938
-8.500  -0.8883   0.03189   0.02255  -0.0117   1.0000   0.0978
-8.250  -0.8673   0.02998   0.02066  -0.0109   1.0000   0.1029
-8.000  -0.8471   0.02869   0.01923  -0.0096   1.0000   0.1091
-7.750  -0.8256   0.02707   0.01754  -0.0086   1.0000   0.1157
-7.500  -0.8050   0.02598   0.01635  -0.0074   1.0000   0.1242
-7.250  -0.7836   0.02464   0.01512  -0.0064   1.0000   0.1333
-7.000  -0.7631   0.02348   0.01396  -0.0051   1.0000   0.1447
-6.750  -0.7430   0.02242   0.01293  -0.0038   1.0000   0.1584
-6.500  -0.7235   0.02143   0.01204  -0.0023   1.0000   0.1748
-6.250  -0.7047   0.02050   0.01124  -0.0008   1.0000   0.1953
-6.000  -0.6862   0.01958   0.01046   0.0008   1.0000   0.2203
-5.750  -0.6682   0.01875   0.00981   0.0025   1.0000   0.2509
-5.500  -0.6504   0.01798   0.00927   0.0042   1.0000   0.2860
-5.250  -0.6324   0.01733   0.00880   0.0060   1.0000   0.3256
-5.000  -0.6141   0.01674   0.00844   0.0077   1.0000   0.3656
-4.750  -0.5953   0.01627   0.00813   0.0095   1.0000   0.4067
-4.500  -0.5761   0.01585   0.00789   0.0112   1.0000   0.4463
-4.250  -0.5565   0.01550   0.00770   0.0129   1.0000   0.4854
-4.000  -0.5366   0.01520   0.00752   0.0145   1.0000   0.5246
-3.750  -0.5162   0.01493   0.00743   0.0162   1.0000   0.5615
-3.500  -0.4957   0.01471   0.00736   0.0179   1.0000   0.5981
-3.250  -0.4751   0.01453   0.00732   0.0196   1.0000   0.6345
-3.000  -0.4545   0.01440   0.00731   0.0214   1.0000   0.6707
-2.750  -0.4340   0.01432   0.00735   0.0232   1.0000   0.7062
-2.500  -0.4137   0.01429   0.00742   0.0252   1.0000   0.7415
-2.250  -0.3935   0.01433   0.00757   0.0272   1.0000   0.7754
-2.000  -0.3737   0.01444   0.00777   0.0294   1.0000   0.8089
-1.750  -0.3539   0.01463   0.00801   0.0317   1.0000   0.8421
-1.500  -0.3320   0.01489   0.00831   0.0335   1.0000   0.8748
-1.250  -0.3021   0.01527   0.00870   0.0338   1.0000   0.9052
-1.000  -0.2578   0.01574   0.00913   0.0309   1.0000   0.9317
-0.750  -0.2041   0.01619   0.00952   0.0259   1.0000   0.9557
-0.500  -0.1345   0.01658   0.00986   0.0174   1.0000   0.9712
-0.250  -0.0651   0.01682   0.01007   0.0086   1.0000   0.9860
0.000   0.0000   0.01693   0.01017   0.0000   1.0000   1.0000
0.250   0.0651   0.01682   0.01007  -0.0086   0.9860   1.0000
0.500   0.1344   0.01658   0.00986  -0.0174   0.9712   1.0000
0.750   0.2040   0.01619   0.00952  -0.0258   0.9557   1.0000
1.000   0.2578   0.01574   0.00913  -0.0309   0.9317   1.0000
1.250   0.3020   0.01527   0.00870  -0.0338   0.9053   1.0000
1.500   0.3320   0.01489   0.00831  -0.0335   0.8748   1.0000
1.750   0.3538   0.01462   0.00801  -0.0317   0.8421   1.0000
2.000   0.3737   0.01444   0.00777  -0.0294   0.8089   1.0000
2.250   0.3934   0.01433   0.00757  -0.0272   0.7754   1.0000
2.500   0.4136   0.01429   0.00742  -0.0252   0.7415   1.0000
2.750   0.4339   0.01432   0.00735  -0.0232   0.7063   1.0000
3.000   0.4544   0.01440   0.00731  -0.0214   0.6707   1.0000
3.250   0.4750   0.01453   0.00731  -0.0196   0.6346   1.0000
3.500   0.4957   0.01471   0.00736  -0.0179   0.5981   1.0000
3.750   0.5162   0.01493   0.00742  -0.0162   0.5615   1.0000
4.000   0.5365   0.01520   0.00752  -0.0145   0.5247   1.0000
4.250   0.5565   0.01549   0.00770  -0.0128   0.4854   1.0000
4.500   0.5761   0.01585   0.00789  -0.0111   0.4463   1.0000
4.750   0.5953   0.01627   0.00813  -0.0094   0.4068   1.0000
5.000   0.6141   0.01674   0.00843  -0.0077   0.3656   1.0000
5.250   0.6323   0.01732   0.00880  -0.0060   0.3257   1.0000
5.500   0.6503   0.01798   0.00927  -0.0042   0.2860   1.0000
5.750   0.6681   0.01874   0.00981  -0.0025   0.2509   1.0000
6.000   0.6862   0.01958   0.01046  -0.0008   0.2203   1.0000
6.250   0.7046   0.02050   0.01124   0.0008   0.1953   1.0000
6.500   0.7235   0.02143   0.01204   0.0023   0.1748   1.0000
6.750   0.7430   0.02242   0.01293   0.0038   0.1584   1.0000
7.000   0.7631   0.02348   0.01396   0.0051   0.1447   1.0000
7.250   0.7836   0.02464   0.01512   0.0064   0.1333   1.0000
7.500   0.8050   0.02598   0.01635   0.0074   0.1242   1.0000
7.750   0.8256   0.02706   0.01754   0.0086   0.1157   1.0000
8.000   0.8471   0.02869   0.01923   0.0096   0.1091   1.0000
8.250   0.8673   0.02998   0.02066   0.0109   0.1029   1.0000
8.500   0.8884   0.03189   0.02255   0.0117   0.0978   1.0000
8.750   0.9057   0.03367   0.02473   0.0134   0.0938   1.0000
9.000   0.9246   0.03526   0.02644   0.0145   0.0896   1.0000
9.250   0.9431   0.03777   0.02894   0.0153   0.0861   1.0000
9.500   0.9524   0.04019   0.03192   0.0176   0.0841   1.0000
9.750   0.9598   0.04303   0.03523   0.0198   0.0822   1.0000
10.000   0.9661   0.04582   0.03837   0.0219   0.0801   1.0000
10.250   0.9768   0.04806   0.04076   0.0233   0.0778   1.0000
10.500   0.9913   0.05061   0.04331   0.0241   0.0759   1.0000
10.750   0.9917   0.05469   0.04765   0.0257   0.0753   1.0000
11.000   0.9845   0.05893   0.05222   0.0278   0.0751   1.0000
11.250   0.9697   0.06293   0.05656   0.0300   0.0753   1.0000
11.500   0.8378   0.07522   0.06970   0.0285   0.0813   1.0000
11.750   0.7898   0.08703   0.08162   0.0204   0.0842   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 0012 AIRFOILS

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.200 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-14.000  -0.9628   0.07963   0.07518  -0.0278   1.0000   0.0399
-13.750  -0.9895   0.07225   0.06762  -0.0322   1.0000   0.0398
-13.500  -1.0148   0.06593   0.06110  -0.0354   1.0000   0.0397
-13.250  -1.0382   0.06063   0.05557  -0.0371   1.0000   0.0396
-13.000  -1.0594   0.05622   0.05090  -0.0373   1.0000   0.0396
-12.750  -1.0784   0.05255   0.04697  -0.0361   1.0000   0.0397
-12.500  -1.0955   0.04958   0.04371  -0.0335   1.0000   0.0399
-12.000  -1.1063   0.04365   0.03734  -0.0286   1.0000   0.0410
-11.750  -1.0964   0.04195   0.03559  -0.0273   1.0000   0.0420
-11.500  -1.0857   0.04034   0.03389  -0.0259   1.0000   0.0430
-11.250  -1.0770   0.03842   0.03176  -0.0241   1.0000   0.0441
-11.000  -1.0679   0.03635   0.02942  -0.0222   1.0000   0.0451
-10.750  -1.0569   0.03444   0.02717  -0.0203   1.0000   0.0462
-10.500  -1.0443   0.03262   0.02503  -0.0186   1.0000   0.0474
-10.250  -1.0249   0.03076   0.02323  -0.0180   1.0000   0.0492
-10.000  -1.0066   0.02966   0.02206  -0.0169   1.0000   0.0511
-9.750  -0.9881   0.02844   0.02068  -0.0156   1.0000   0.0532
-9.500  -0.9692   0.02734   0.01932  -0.0143   1.0000   0.0550
-9.250  -0.9491   0.02559   0.01762  -0.0135   1.0000   0.0576
-9.000  -0.9290   0.02473   0.01674  -0.0124   1.0000   0.0604
-8.750  -0.9087   0.02387   0.01574  -0.0112   1.0000   0.0635
-8.500  -0.8890   0.02252   0.01438  -0.0101   1.0000   0.0667
-8.250  -0.8689   0.02174   0.01362  -0.0089   1.0000   0.0707
-8.000  -0.8481   0.02113   0.01286  -0.0077   1.0000   0.0749
-7.750  -0.8300   0.01996   0.01181  -0.0062   1.0000   0.0799
-7.500  -0.8096   0.01936   0.01114  -0.0049   1.0000   0.0858
-7.250  -0.7919   0.01844   0.01031  -0.0033   1.0000   0.0925
-7.000  -0.7726   0.01776   0.00961  -0.0018   1.0000   0.1005
-6.750  -0.7535   0.01712   0.00900  -0.0003   1.0000   0.1104
-6.500  -0.7351   0.01641   0.00837   0.0013   1.0000   0.1222
-6.250  -0.7162   0.01577   0.00781   0.0028   1.0000   0.1373
-6.000  -0.6971   0.01517   0.00729   0.0043   1.0000   0.1563
-5.750  -0.6785   0.01455   0.00683   0.0058   1.0000   0.1796
-5.500  -0.6592   0.01400   0.00643   0.0073   1.0000   0.2077
-5.250  -0.6396   0.01350   0.00609   0.0086   1.0000   0.2398
-5.000  -0.6195   0.01306   0.00580   0.0099   1.0000   0.2743
-4.750  -0.5990   0.01268   0.00556   0.0111   1.0000   0.3101
-4.500  -0.5783   0.01234   0.00537   0.0123   1.0000   0.3456
-4.250  -0.5572   0.01203   0.00521   0.0134   1.0000   0.3809
-4.000  -0.5358   0.01176   0.00508   0.0145   1.0000   0.4160
-3.750  -0.5139   0.01154   0.00498   0.0155   1.0000   0.4509
-3.500  -0.4915   0.01134   0.00492   0.0164   1.0000   0.4856
-3.250  -0.4689   0.01118   0.00489   0.0172   1.0000   0.5202
-3.000  -0.4463   0.01104   0.00489   0.0180   1.0000   0.5545
-2.750  -0.4236   0.01094   0.00493   0.0188   1.0000   0.5885
-2.500  -0.3942   0.01086   0.00497   0.0183   0.9979   0.6248
-2.250  -0.3513   0.01075   0.00504   0.0152   0.9915   0.6638
-2.000  -0.3085   0.01066   0.00509   0.0122   0.9843   0.7011
-1.750  -0.2684   0.01056   0.00512   0.0100   0.9755   0.7357
-1.500  -0.2255   0.01048   0.00517   0.0072   0.9686   0.7684
-1.250  -0.1861   0.01040   0.00519   0.0054   0.9593   0.7978
-1.000  -0.1454   0.01034   0.00519   0.0033   0.9509   0.8255
-0.750  -0.1048   0.01028   0.00521   0.0015   0.9424   0.8482
-0.500  -0.0700   0.01025   0.00522   0.0009   0.9304   0.8696
-0.250  -0.0350   0.01022   0.00521   0.0004   0.9182   0.8886
0.000   0.0000   0.01020   0.00520   0.0000   0.9046   0.9047
0.250   0.0350   0.01022   0.00521  -0.0004   0.8886   0.9182
0.500   0.0700   0.01025   0.00522  -0.0009   0.8696   0.9304
0.750   0.1048   0.01028   0.00521  -0.0015   0.8482   0.9424
1.000   0.1454   0.01034   0.00519  -0.0033   0.8255   0.9510
1.250   0.1861   0.01040   0.00518  -0.0054   0.7978   0.9593
1.500   0.2255   0.01048   0.00517  -0.0072   0.7684   0.9686
1.750   0.2684   0.01056   0.00512  -0.0100   0.7357   0.9756
2.000   0.3085   0.01066   0.00509  -0.0122   0.7012   0.9843
2.250   0.3513   0.01075   0.00504  -0.0152   0.6637   0.9915
2.500   0.3942   0.01085   0.00497  -0.0183   0.6249   0.9979
2.750   0.4235   0.01094   0.00492  -0.0188   0.5886   1.0000
3.000   0.4462   0.01104   0.00489  -0.0180   0.5545   1.0000
3.250   0.4689   0.01118   0.00489  -0.0172   0.5202   1.0000
3.500   0.4915   0.01134   0.00492  -0.0163   0.4857   1.0000
3.750   0.5138   0.01153   0.00498  -0.0155   0.4509   1.0000
4.000   0.5357   0.01176   0.00507  -0.0145   0.4160   1.0000
4.250   0.5571   0.01203   0.00521  -0.0134   0.3810   1.0000
4.500   0.5782   0.01234   0.00536  -0.0123   0.3456   1.0000
4.750   0.5990   0.01268   0.00556  -0.0111   0.3101   1.0000
5.000   0.6195   0.01306   0.00580  -0.0099   0.2744   1.0000
5.250   0.6395   0.01350   0.00609  -0.0086   0.2398   1.0000
5.500   0.6591   0.01400   0.00643  -0.0072   0.2077   1.0000
5.750   0.6784   0.01455   0.00683  -0.0058   0.1796   1.0000
6.000   0.6971   0.01516   0.00729  -0.0043   0.1563   1.0000
6.250   0.7161   0.01577   0.00781  -0.0028   0.1374   1.0000
6.500   0.7351   0.01641   0.00837  -0.0013   0.1223   1.0000
6.750   0.7535   0.01712   0.00900   0.0003   0.1104   1.0000
7.000   0.7725   0.01776   0.00961   0.0018   0.1005   1.0000
7.250   0.7919   0.01844   0.01031   0.0033   0.0925   1.0000
7.500   0.8096   0.01936   0.01114   0.0049   0.0858   1.0000
7.750   0.8300   0.01995   0.01181   0.0062   0.0799   1.0000
8.000   0.8481   0.02112   0.01285   0.0077   0.0749   1.0000
8.250   0.8690   0.02173   0.01362   0.0089   0.0707   1.0000
8.500   0.8890   0.02251   0.01438   0.0101   0.0667   1.0000
8.750   0.9087   0.02387   0.01574   0.0112   0.0635   1.0000
9.000   0.9291   0.02472   0.01674   0.0124   0.0604   1.0000
9.250   0.9492   0.02559   0.01762   0.0135   0.0575   1.0000
9.500   0.9693   0.02734   0.01932   0.0143   0.0550   1.0000
9.750   0.9882   0.02844   0.02068   0.0156   0.0532   1.0000
10.000   1.0067   0.02966   0.02206   0.0168   0.0511   1.0000
10.250   1.0251   0.03077   0.02323   0.0179   0.0492   1.0000
10.500   1.0445   0.03262   0.02503   0.0185   0.0474   1.0000
10.750   1.0571   0.03445   0.02718   0.0203   0.0462   1.0000
11.000   1.0681   0.03636   0.02942   0.0222   0.0451   1.0000
11.250   1.0773   0.03842   0.03177   0.0241   0.0441   1.0000
11.500   1.0860   0.04035   0.03390   0.0258   0.0430   1.0000
11.750   1.0969   0.04194   0.03558   0.0272   0.0419   1.0000
12.000   1.1068   0.04366   0.03735   0.0286   0.0410   1.0000
12.250   1.1101   0.04727   0.04108   0.0298   0.0401   1.0000
12.500   1.0959   0.04960   0.04372   0.0334   0.0399   1.0000
12.750   1.0790   0.05258   0.04700   0.0360   0.0397   1.0000
13.000   1.0599   0.05626   0.05095   0.0372   0.0396   1.0000
13.250   1.0385   0.06069   0.05564   0.0369   0.0396   1.0000
13.500   1.0150   0.06603   0.06120   0.0352   0.0396   1.0000
13.750   0.9898   0.07237   0.06774   0.0319   0.0398   1.0000
14.000   0.9632   0.07976   0.07532   0.0275   0.0399   1.0000

XFOIL         Version 6.96

Calculated polar for: NACA 0012 AIRFOILS

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-17.750  -1.0298   0.12468   0.12173   0.0079   1.0000   0.0199
-17.500  -1.0693   0.11191   0.10877   0.0002   1.0000   0.0198
-17.250  -1.0995   0.10168   0.09835  -0.0060   1.0000   0.0198
-17.000  -1.1249   0.09280   0.08929  -0.0113   1.0000   0.0198
-16.750  -1.1466   0.08496   0.08127  -0.0159   1.0000   0.0198
-16.500  -1.1653   0.07799   0.07413  -0.0199   1.0000   0.0198
-16.250  -1.1812   0.07170   0.06767  -0.0235   1.0000   0.0199
-16.000  -1.1949   0.06606   0.06186  -0.0265   1.0000   0.0200
-15.750  -1.2058   0.06100   0.05662  -0.0291   1.0000   0.0201
-15.500  -1.2144   0.05648   0.05192  -0.0313   1.0000   0.0202
-15.250  -1.2215   0.05237   0.04764  -0.0331   1.0000   0.0204
-15.000  -1.2315   0.04811   0.04324  -0.0338   1.0000   0.0206
-14.750  -1.2349   0.04484   0.03986  -0.0342   1.0000   0.0209
-14.500  -1.2347   0.04212   0.03707  -0.0345   1.0000   0.0212
-14.250  -1.2325   0.03975   0.03462  -0.0345   1.0000   0.0215
-14.000  -1.2291   0.03762   0.03240  -0.0342   1.0000   0.0218
-13.750  -1.2249   0.03570   0.03037  -0.0337   1.0000   0.0222
-13.500  -1.2199   0.03394   0.02850  -0.0328   1.0000   0.0226
-13.250  -1.2139   0.03236   0.02680  -0.0316   1.0000   0.0230
-13.000  -1.2065   0.03098   0.02531  -0.0303   1.0000   0.0236
-12.750  -1.1977   0.02979   0.02397  -0.0288   1.0000   0.0240
-12.500  -1.1907   0.02837   0.02243  -0.0268   1.0000   0.0245
-12.250  -1.1850   0.02684   0.02086  -0.0246   1.0000   0.0251
-12.000  -1.1748   0.02586   0.01984  -0.0225   1.0000   0.0257
-11.750  -1.1622   0.02501   0.01893  -0.0207   1.0000   0.0264
-11.500  -1.1470   0.02416   0.01801  -0.0192   1.0000   0.0271
-11.250  -1.1306   0.02336   0.01712  -0.0178   1.0000   0.0279
-11.000  -1.1126   0.02267   0.01632  -0.0165   1.0000   0.0287
-10.750  -1.0994   0.02143   0.01504  -0.0147   1.0000   0.0297
-10.500  -1.0815   0.02069   0.01429  -0.0135   1.0000   0.0308
-10.250  -1.0618   0.02009   0.01364  -0.0124   1.0000   0.0320
-10.000  -1.0416   0.01951   0.01300  -0.0113   1.0000   0.0333
-9.750  -1.0223   0.01882   0.01223  -0.0100   1.0000   0.0344
-9.500  -1.0053   0.01794   0.01135  -0.0085   1.0000   0.0360
-9.250  -0.9846   0.01743   0.01081  -0.0074   1.0000   0.0377
-9.000  -0.9632   0.01700   0.01032  -0.0064   1.0000   0.0395
-8.750  -0.9450   0.01628   0.00958  -0.0048   1.0000   0.0416
-8.500  -0.9250   0.01577   0.00908  -0.0035   1.0000   0.0439
-8.250  -0.9040   0.01537   0.00864  -0.0023   1.0000   0.0463
-8.000  -0.8851   0.01479   0.00804  -0.0007   1.0000   0.0492
-7.750  -0.8647   0.01437   0.00763   0.0006   1.0000   0.0526
-7.500  -0.8439   0.01400   0.00722   0.0019   1.0000   0.0561
-7.250  -0.8245   0.01350   0.00677   0.0034   1.0000   0.0609
-7.000  -0.8036   0.01316   0.00640   0.0047   1.0000   0.0657
-6.750  -0.7836   0.01275   0.00603   0.0061   1.0000   0.0723
-6.500  -0.7633   0.01237   0.00568   0.0075   1.0000   0.0799
-6.250  -0.7424   0.01204   0.00537   0.0087   1.0000   0.0888
-6.000  -0.7216   0.01171   0.00509   0.0100   1.0000   0.1000
-5.750  -0.7007   0.01136   0.00482   0.0112   1.0000   0.1141
-5.500  -0.6797   0.01102   0.00458   0.0124   1.0000   0.1312
-5.250  -0.6582   0.01072   0.00437   0.0134   1.0000   0.1513
-5.000  -0.6274   0.01036   0.00414   0.0125   0.9985   0.1775
-4.750  -0.5903   0.01000   0.00393   0.0102   0.9957   0.2096
-4.500  -0.5529   0.00966   0.00374   0.0080   0.9931   0.2444
-4.250  -0.5172   0.00932   0.00354   0.0061   0.9892   0.2791
-4.000  -0.4798   0.00900   0.00338   0.0039   0.9858   0.3152
-3.750  -0.4410   0.00869   0.00322   0.0014   0.9832   0.3524
-3.500  -0.4066   0.00840   0.00307  -0.0001   0.9779   0.3872
-3.250  -0.3690   0.00813   0.00293  -0.0022   0.9740   0.4226
-3.000  -0.3306   0.00786   0.00279  -0.0044   0.9707   0.4575
-2.750  -0.2994   0.00761   0.00267  -0.0050   0.9628   0.4893
-2.500  -0.2655   0.00737   0.00254  -0.0062   0.9565   0.5214
-2.250  -0.2374   0.00715   0.00243  -0.0060   0.9458   0.5510
-2.000  -0.2089   0.00696   0.00233  -0.0059   0.9351   0.5802
-1.750  -0.1812   0.00678   0.00223  -0.0055   0.9233   0.6091
-1.500  -0.1552   0.00662   0.00215  -0.0048   0.9088   0.6370
-1.250  -0.1293   0.00648   0.00209  -0.0040   0.8929   0.6642
-1.000  -0.1034   0.00638   0.00203  -0.0032   0.8757   0.6915
-0.750  -0.0777   0.00628   0.00198  -0.0024   0.8571   0.7177
-0.500  -0.0517   0.00622   0.00195  -0.0016   0.8366   0.7435
-0.250  -0.0259   0.00618   0.00193  -0.0008   0.8148   0.7683
0.000   0.0000   0.00618   0.00192   0.0000   0.7923   0.7923
0.250   0.0259   0.00618   0.00193   0.0008   0.7683   0.8148
0.500   0.0517   0.00622   0.00195   0.0016   0.7435   0.8367
