XFOIL         Version 6.96

Calculated polar for: NACA 6412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
-2.750   0.3429   0.01568   0.00797  -0.1433   0.8316   0.1229
-2.500   0.3724   0.01517   0.00747  -0.1434   0.8246   0.1335
-2.250   0.3994   0.01476   0.00703  -0.1429   0.8155   0.1450
-2.000   0.4287   0.01447   0.00668  -0.1428   0.8078   0.1587
-1.750   0.4557   0.01419   0.00641  -0.1425   0.7984   0.1744
-1.500   0.4834   0.01393   0.00616  -0.1422   0.7896   0.1921
-1.250   0.5114   0.01366   0.00589  -0.1419   0.7802   0.2116
-1.000   0.5373   0.01345   0.00574  -0.1414   0.7697   0.2328
-0.750   0.5667   0.01321   0.00551  -0.1414   0.7611   0.2584
-0.500   0.5912   0.01309   0.00545  -0.1406   0.7495   0.2858
-0.250   0.6182   0.01291   0.00533  -0.1403   0.7397   0.3198
0.000   0.6441   0.01267   0.00521  -0.1398   0.7293   0.3641
0.250   0.6667   0.01228   0.00521  -0.1387   0.7183   0.4649
0.500   0.7208   0.01120   0.00511  -0.1439   0.7093   0.9999
0.750   0.7460   0.01134   0.00512  -0.1432   0.6978   0.9999
1.000   0.7725   0.01149   0.00512  -0.1428   0.6877   0.9999
1.250   0.7997   0.01164   0.00511  -0.1425   0.6781   0.9999
1.500   0.8250   0.01182   0.00522  -0.1420   0.6680   0.9999
1.750   0.8532   0.01200   0.00522  -0.1419   0.6597   0.9999
2.000   0.8775   0.01220   0.00538  -0.1412   0.6496   0.9999
2.250   0.9054   0.01240   0.00545  -0.1411   0.6420   0.9999
2.500   0.9299   0.01261   0.00564  -0.1405   0.6328   0.9999
2.750   0.9581   0.01284   0.00572  -0.1405   0.6256   0.9999
3.000   0.9820   0.01306   0.00596  -0.1397   0.6170   0.9999
3.250   1.0096   0.01329   0.00609  -0.1396   0.6101   0.9999
3.500   1.0342   0.01354   0.00635  -0.1391   0.6024   0.9999
3.750   1.0606   0.01377   0.00654  -0.1388   0.5954   0.9999
4.000   1.0869   0.01405   0.00677  -0.1385   0.5888   0.9999
4.250   1.1117   0.01430   0.00703  -0.1380   0.5816   0.9999
4.500   1.1397   0.01457   0.00723  -0.1380   0.5756   0.9999
4.750   1.1630   0.01485   0.00757  -0.1373   0.5684   0.9999
5.000   1.1890   0.01511   0.00781  -0.1370   0.5619   0.9999
5.250   1.2155   0.01542   0.00810  -0.1368   0.5560   0.9999
5.500   1.2388   0.01570   0.00844  -0.1360   0.5488   0.9999
5.750   1.2659   0.01597   0.00867  -0.1359   0.5427   0.9999
6.000   1.2893   0.01630   0.00908  -0.1352   0.5361   0.9999
6.250   1.3138   0.01658   0.00940  -0.1346   0.5294   0.9999
6.500   1.3403   0.01690   0.00968  -0.1345   0.5230   0.9999
6.750   1.3613   0.01718   0.01006  -0.1333   0.5149   0.9999
7.000   1.3882   0.01746   0.01029  -0.1331   0.5078   0.9999
7.250   1.4068   0.01771   0.01067  -0.1315   0.4985   0.9999
7.500   1.4296   0.01792   0.01083  -0.1305   0.4885   0.9999
7.750   1.4476   0.01810   0.01109  -0.1287   0.4774   0.9999
8.000   1.4661   0.01835   0.01139  -0.1270   0.4667   0.9999
8.250   1.4878   0.01860   0.01159  -0.1259   0.4569   0.9999
8.500   1.5025   0.01888   0.01201  -0.1236   0.4463   0.9999
8.750   1.5206   0.01917   0.01235  -0.1219   0.4363   0.9999
9.000   1.5355   0.01946   0.01268  -0.1196   0.4250   0.9999
9.250   1.5477   0.01979   0.01312  -0.1169   0.4128   0.9999
9.500   1.5582   0.02015   0.01353  -0.1139   0.4005   0.9999
9.750   1.5674   0.02059   0.01401  -0.1108   0.3871   0.9999
10.000   1.5754   0.02114   0.01459  -0.1076   0.3724   0.9999
10.250   1.5820   0.02180   0.01529  -0.1043   0.3557   0.9999
10.500   1.5874   0.02262   0.01613  -0.1011   0.3364   0.9999
10.750   1.5895   0.02370   0.01717  -0.0976   0.3141   0.9999
11.000   1.5894   0.02506   0.01846  -0.0941   0.2887   0.9999
11.250   1.5853   0.02680   0.02008  -0.0905   0.2606   0.9999
11.500   1.5779   0.02895   0.02209  -0.0868   0.2304   0.9999
11.750   1.5676   0.03153   0.02451  -0.0833   0.1991   0.9999
12.000   1.5549   0.03453   0.02734  -0.0801   0.1694   0.9999
12.250   1.5413   0.03785   0.03052  -0.0772   0.1446   0.9999
12.500   1.5291   0.04126   0.03382  -0.0748   0.1235   0.9999
12.750   1.5173   0.04486   0.03735  -0.0728   0.1084   0.9999
13.000   1.5075   0.04844   0.04092  -0.0712   0.0967   0.9999
13.250   1.4987   0.05208   0.04457  -0.0699   0.0877   0.9999
13.500   1.4876   0.05611   0.04856  -0.0689   0.0813   0.9999
13.750   1.4838   0.05943   0.05197  -0.0681   0.0747   0.9999
14.000   1.4729   0.06361   0.05612  -0.0673   0.0704   0.9999
14.250   1.4713   0.06682   0.05945  -0.0668   0.0656   0.9999
14.500   1.4653   0.07058   0.06321  -0.0663   0.0621   0.9999
14.750   1.4606   0.07412   0.06680  -0.0658   0.0589   0.9999
15.000   1.4597   0.07732   0.07009  -0.0655   0.0557   0.9999
15.250   1.4571   0.08070   0.07348  -0.0652   0.0531   0.9999
15.500   1.4559   0.08371   0.07651  -0.0645   0.0507   0.9999
15.750   1.4575   0.08666   0.07958  -0.0643   0.0483   0.9999
16.000   1.4584   0.08961   0.08257  -0.0642   0.0461   0.9999

XFOIL         Version 6.96

Calculated polar for: NACA 6412

1 1 Reynolds number fixed          Mach number fixed

xtrf =   1.000 (top)        1.000 (bottom)
Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000

alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
------ -------- --------- --------- -------- -------- --------
-9.500  -0.1344   0.08939   0.08696  -0.0883   0.9771   0.0354
-9.250  -0.2938   0.02885   0.02541  -0.1484   0.9457   0.0283
-9.000  -0.2807   0.02451   0.02046  -0.1502   0.9392   0.0288
-8.750  -0.2627   0.02239   0.01793  -0.1500   0.9319   0.0293
-8.500  -0.2407   0.02012   0.01534  -0.1503   0.9273   0.0300
-8.250  -0.2191   0.01921   0.01438  -0.1496   0.9208   0.0306
-8.000  -0.1937   0.01861   0.01370  -0.1494   0.9157   0.0314
-7.750  -0.1673   0.01780   0.01274  -0.1494   0.9115   0.0324
-7.500  -0.1435   0.01696   0.01172  -0.1489   0.9055   0.0332
-7.250  -0.1184   0.01622   0.01078  -0.1484   0.8996   0.0341
-7.000  -0.0929   0.01507   0.00944  -0.1482   0.8949   0.0349
-6.750  -0.0682   0.01447   0.00881  -0.1477   0.8886   0.0360
-6.500  -0.0419   0.01404   0.00832  -0.1474   0.8824   0.0373
-6.000   0.0114   0.01319   0.00723  -0.1467   0.8699   0.0400
-5.750   0.0372   0.01249   0.00649  -0.1464   0.8637   0.0418
-5.500   0.0643   0.01217   0.00613  -0.1461   0.8575   0.0437
-5.250   0.0908   0.01188   0.00574  -0.1457   0.8501   0.0458
-5.000   0.1179   0.01140   0.00521  -0.1455   0.8438   0.0486
-4.750   0.1441   0.01119   0.00498  -0.1450   0.8354   0.0516
-4.500   0.1714   0.01085   0.00454  -0.1448   0.8285   0.0549
-4.250   0.1976   0.01060   0.00430  -0.1444   0.8202   0.0586
-4.000   0.2254   0.01048   0.00408  -0.1441   0.8124   0.0622
-3.750   0.2513   0.01018   0.00380  -0.1437   0.8036   0.0676
-3.500   0.2790   0.01009   0.00361  -0.1435   0.7954   0.0720
-3.250   0.3050   0.00983   0.00338  -0.1430   0.7863   0.0784
-3.000   0.3323   0.00973   0.00320  -0.1427   0.7779   0.0845
-2.750   0.3586   0.00957   0.00306  -0.1423   0.7681   0.0925
-2.500   0.3853   0.00945   0.00290  -0.1420   0.7590   0.1011
-2.250   0.4119   0.00939   0.00281  -0.1416   0.7484   0.1099
-2.000   0.4382   0.00927   0.00270  -0.1411   0.7383   0.1218
-1.750   0.4645   0.00920   0.00260  -0.1407   0.7281   0.1339
-1.500   0.4907   0.00914   0.00254  -0.1403   0.7171   0.1468
-1.250   0.5169   0.00911   0.00248  -0.1398   0.7064   0.1609
-1.000   0.5429   0.00910   0.00245  -0.1393   0.6949   0.1772
-0.750   0.5688   0.00907   0.00244  -0.1389   0.6835   0.1956
-0.500   0.5946   0.00906   0.00243  -0.1384   0.6725   0.2155
-0.250   0.6201   0.00907   0.00244  -0.1378   0.6610   0.2375
0.000   0.6458   0.00907   0.00247  -0.1373   0.6494   0.2623
0.250   0.6712   0.00908   0.00250  -0.1368   0.6385   0.2907
0.500   0.6963   0.00908   0.00254  -0.1362   0.6275   0.3269
0.750   0.7212   0.00902   0.00259  -0.1356   0.6168   0.3775
1.000   0.7419   0.00864   0.00273  -0.1343   0.6072   0.5862
1.250   0.8011   0.00799   0.00289  -0.1414   0.5961   0.9999
1.500   0.8268   0.00814   0.00295  -0.1409   0.5870   0.9999
1.750   0.8523   0.00830   0.00302  -0.1404   0.5780   0.9999
2.000   0.8782   0.00845   0.00311  -0.1399   0.5698   0.9999
2.250   0.9038   0.00861   0.00320  -0.1395   0.5618   0.9999
2.500   0.9297   0.00878   0.00331  -0.1391   0.5548   0.9999
2.750   0.9556   0.00893   0.00341  -0.1387   0.5476   0.9999
3.000   0.9810   0.00914   0.00354  -0.1382   0.5410   0.9999
3.250   1.0072   0.00926   0.00366  -0.1379   0.5347   0.9999
3.500   1.0328   0.00943   0.00379  -0.1375   0.5283   0.9999
3.750   1.0584   0.00963   0.00395  -0.1371   0.5223   0.9999
4.000   1.0843   0.00977   0.00409  -0.1367   0.5163   0.9999
4.250   1.1098   0.00996   0.00424  -0.1363   0.5107   0.9999
4.500   1.1353   0.01016   0.00442  -0.1359   0.5051   0.9999
4.750   1.1609   0.01031   0.00459  -0.1355   0.4993   0.9999
5.000   1.1861   0.01051   0.00476  -0.1351   0.4938   0.9999
5.250   1.2116   0.01073   0.00497  -0.1347   0.4889   0.9999
5.500   1.2367   0.01088   0.00516  -0.1342   0.4832   0.9999
5.750   1.2611   0.01109   0.00535  -0.1337   0.4769   0.9999
6.000   1.2856   0.01131   0.00557  -0.1331   0.4708   0.9999
6.250   1.3093   0.01147   0.00576  -0.1324   0.4633   0.9999
6.500   1.3320   0.01172   0.00598  -0.1315   0.4550   0.9999
6.750   1.3544   0.01188   0.00617  -0.1305   0.4454   0.9999
7.000   1.3764   0.01212   0.00640  -0.1295   0.4364   0.9999
7.250   1.3985   0.01233   0.00663  -0.1286   0.4275   0.9999
7.500   1.4203   0.01257   0.00688  -0.1276   0.4189   0.9999
7.750   1.4404   0.01282   0.00715  -0.1262   0.4091   0.9999
8.000   1.4601   0.01307   0.00742  -0.1248   0.3982   0.9999
8.250   1.4785   0.01339   0.00773  -0.1232   0.3873   0.9999
8.500   1.4960   0.01377   0.00808  -0.1215   0.3748   0.9999
8.750   1.5139   0.01415   0.00847  -0.1199   0.3603   0.9999
9.000   1.5288   0.01467   0.00894  -0.1178   0.3423   0.9999
9.250   1.5427   0.01529   0.00949  -0.1157   0.3195   0.9999
9.500   1.5530   0.01612   0.01020  -0.1131   0.2945   0.9999
9.750   1.5615   0.01710   0.01105  -0.1104   0.2660   0.9999
10.000   1.5684   0.01824   0.01203  -0.1076   0.2367   0.9999
10.250   1.5732   0.01955   0.01318  -0.1046   0.2070   0.9999
10.500   1.5761   0.02103   0.01451  -0.1016   0.1774   0.9999
10.750   1.5778   0.02266   0.01600  -0.0986   0.1498   0.9999
11.000   1.5792   0.02439   0.01759  -0.0957   0.1260   0.9999
11.250   1.5797   0.02626   0.01935  -0.0930   0.1058   0.9999
11.500   1.5818   0.02808   0.02111  -0.0906   0.0897   0.9999
11.750   1.5841   0.02998   0.02296  -0.0884   0.0771   0.9999
